IDNUM,year,Fall,Spring,Summer,Winter
3057,2019,9.580551138,4.442635305,1.525405094,11.63763243
3067,2019,9.137207997,4.286594532,1.46263164,11.09181362
3069,2019,8.627767484,4.058606062,1.367167138,10.4478729
3073,2019,8.627767484,4.058606062,1.367167138,10.4478729
3074,2019,8.627767484,4.058606062,1.367167138,10.4478729
3090,2019,9.266623153,4.239575505,1.458729906,11.2253594
3093,2019,8.339236111,3.846710941,1.283859785,10.01256447
3104,2019,9.3618635,4.221673969,1.413973156,11.40693104
3105,2019,10.61877914,4.713546131,1.569758222,13.12236188
3106,2019,10.61877914,4.713546131,1.569758222,13.12236188
3117,2019,7.804439468,3.641095419,1.217722898,9.286909443
3120,2019,7.115417974,3.374312542,1.127240953,8.439494981
3130,2019,8.89133041,3.9116826,1.271012549,10.65566472
3134,2019,8.89133041,3.9116826,1.271012549,10.65566472
3138,2019,7.223069835,3.097826697,0.986491683,8.895555555
3149,2019,8.491076187,3.224249256,0.986095672,10.40897837
315,2019,10.95185714,5.227131713,2.19799069,12.4487838
3157,2019,9.242855953,3.466775579,1.02170445,11.55468412
318,2019,10.83597043,4.958182849,2.047268983,12.25793097
3184,2019,8.028201574,3.662145565,1.19084024,9.494906683
3187,2019,8.780054419,3.803355727,1.237368964,10.23013074
319,2019,10.83597043,4.958182849,2.047268983,12.25793097
3190,2019,8.780054419,3.803355727,1.237368964,10.23013074
3194,2019,7.524720663,3.256156216,1.023914858,9.096076495
3198,2019,7.524720663,3.256156216,1.023914858,9.096076495
3209,2019,7.652678367,3.029500566,0.961843968,9.088236624
3229,2019,8.086187975,3.857036905,1.480412979,9.94191678
3231,2019,9.171997679,4.381143176,1.526473253,11.46652154
3247,2019,8.903183513,4.261273011,1.515483336,11.10177259
3249,2019,9.675744393,4.5481224,1.567898891,12.017152
3262,2019,7.762117375,3.596696539,1.454388193,9.217566674
3264,2019,8.089659221,3.766984145,1.479698817,9.761067599
3265,2019,8.089659221,3.766984145,1.479698817,9.761067599
327,2019,10.85953959,5.028860858,2.055235026,12.24393029
3280,2019,8.294598446,3.87069701,1.493907413,9.960224526
3285,2019,7.912673157,3.67868037,1.456503349,9.459855471
3289,2019,9.294393246,4.363645309,1.545267953,11.4642353
3293,2019,8.294598446,3.87069701,1.493907413,9.960224526
3296,2019,8.215094998,4.021574945,1.472153708,9.96695188
3300,2019,7.932988076,3.949149074,1.445344773,9.64810825
331,2019,9.976267012,4.425670784,1.67361449,11.26868922
3311,2019,8.059313083,3.900629951,1.39098259,9.812258094
3317,2019,8.355059961,3.921497638,1.377292476,10.10134884
332,2019,11.09570744,4.881057139,1.978288601,12.5620119
3325,2019,13.37790932,5.521796376,1.823821625,16.48531365
3336,2019,8.355059961,3.921497638,1.377292476,10.10134884
3346,2019,8.310736752,3.88218769,1.334646907,10.14326646
335,2019,11.09570744,4.881057139,1.978288601,12.5620119
3367,2019,8.570187458,4.036256434,1.524740003,10.32175738
3370,2019,8.174569313,3.874123914,1.502826095,9.770331817
3372,2019,8.553696493,4.038713865,1.508911969,10.23486184
3375,2019,8.553696493,4.038713865,1.508911969,10.23486184
3382,2019,7.7466225,3.802837067,1.406208711,9.580106085
3390,2019,7.144894649,3.500695688,1.293237421,8.73355592
3395,2019,7.798100676,3.681611938,1.327644447,9.471821787
340,2019,11.09570744,4.881057139,1.978288601,12.5620119
3402,2019,8.525320508,4.03755618,1.498636582,10.1941045
3406,2019,6.843704363,3.296759479,1.234684025,8.388061809
3411,2019,7.977007043,3.712630399,1.348497461,9.692155784
3429,2019,6.797416719,3.297595248,1.213584653,8.160366102
3438,2019,8.725877159,4.097986107,1.59287471,10.63365256
345,2019,9.976267012,4.425670784,1.67361449,11.26868922
346,2019,8.857508202,3.904597079,1.429187353,10.0530046
3460,2019,9.368351694,4.52704795,1.810589948,11.09771568
3466,2019,9.368351694,4.52704795,1.810589948,11.09771568
3467,2019,8.915111407,4.363814717,1.772504134,10.61409676
3471,2019,8.915111407,4.363814717,1.772504134,10.61409676
3478,2019,8.517733576,4.044083633,1.591262214,10.21028431
35002,2019,8.152907318,3.510265333,1.142532467,9.511740771
35003,2019,9.8233866,4.321954053,1.51818683,11.32494414
35004,2019,7.115417974,3.374312542,1.127240953,8.439494981
35006,2019,10.14794975,4.585661528,1.532257549,12.61222818
35035,2019,8.264279653,3.644667052,1.231699032,9.670793516
35049,2019,7.861827467,3.888924678,1.471941369,9.368086118
35051,2019,9.736354048,4.409834161,1.594619569,11.23383221
3506,2019,8.779575207,4.181593547,1.617323488,10.39672323
35064,2019,9.404101691,4.202856676,1.460761582,11.0910687
3517,2019,8.276036979,3.901079727,1.522464992,9.880536211
35211,2019,7.3516185,2.804549825,0.918001241,8.402194252
3524,2019,9.774795337,4.505082081,1.685809347,11.65630192
35272,2019,6.997270513,3.335967815,1.08769778,8.363697458
35275,2019,13.76507825,5.69928147,2.073679817,16.71093456
3528,2019,8.61336506,4.075767694,1.560707348,10.24575389
35281,2019,9.048566553,4.293672045,1.434879311,11.03755095
354,2019,9.840942663,4.409415871,1.635695433,11.12907386
3541,2019,8.269401465,3.906250815,1.431315894,10.0411243
3542,2019,8.364585779,3.912975847,1.455202042,9.994074239
35429,2019,11.76986941,5.499840471,2.21098313,13.8881208
35439,2019,7.935854867,3.808077164,1.359208023,9.691681259
3544,2019,8.075735109,3.861430991,1.450285984,9.541630094
35472,2019,7.115417974,3.374312542,1.127240953,8.439494981
35525,2019,9.404101691,4.202856676,1.460761582,11.0910687
3559,2019,8.364585779,3.912975847,1.455202042,9.994074239
3574,2019,12.25271211,5.171850046,1.827549479,14.75198258
3578,2019,7.56655817,3.570962785,1.31541239,9.252020419
3583,2019,7.977007043,3.712630399,1.348497461,9.692155784
3584,2019,8.358720518,3.900098206,1.354371949,10.26850192
3587,2019,10.28241503,4.592823366,1.678743107,12.31081106
3597,2019,10.28241503,4.592823366,1.678743107,12.31081106
3601,2019,13.7075308,5.77104886,2.058165567,16.68799351
3604,2019,12.70534396,5.414047541,1.949706897,15.36070744
36061,2019,7.223069835,3.097826697,0.986491683,8.895555555
36062,2019,10.71103825,4.678920422,1.595603901,13.05521328
36063,2019,13.3210622,5.425144331,1.859416457,16.12506437
361,2019,10.09064466,4.428619689,1.599991487,11.2962138
3616,2019,14.16260702,5.861033967,2.070780598,17.25496557
3618,2019,13.85875581,5.72431605,2.041541107,16.89316665
362,2019,10.09064466,4.428619689,1.599991487,11.2962138
3622,2019,13.85875581,5.72431605,2.041541107,16.89316665
3623,2019,13.85875581,5.72431605,2.041541107,16.89316665
36277,2019,9.987577768,4.496343935,1.643555956,11.32848659
363,2019,10.09064466,4.428619689,1.599991487,11.2962138
3646,2019,15.66461031,6.277385932,2.277701235,19.30900844
36490,2019,12.79147116,5.661362047,2.193661571,15.27556687
36491,2019,12.35561062,5.219936382,1.715025709,15.27637363
365,2019,9.840942663,4.409415871,1.635695433,11.12907386
3655,2019,15.9464027,6.330162619,2.285863305,19.41632411
367,2019,10.8257785,4.758699056,1.801869648,12.27125348
368,2019,10.8257785,4.758699056,1.801869648,12.27125348
36915,2019,14.16260702,5.861033967,2.070780598,17.25496557
36916,2019,8.11911037,3.928940447,1.559080719,9.627003261
36917,2019,9.827734928,4.549417237,1.574914119,11.91913521
36920,2019,7.030188042,2.978829873,0.91590579,8.137377661
36937,2019,8.779575207,4.181593547,1.617323488,10.39672323
36956,2019,7.935854867,3.808077164,1.359208023,9.691681259
36958,2019,7.167729661,3.159759607,1.005640893,8.500483164
36988,2019,8.61336506,4.075767694,1.560707348,10.24575389
36995,2019,7.115417974,3.374312542,1.127240953,8.439494981
37128,2019,8.174569313,3.874123914,1.502826095,9.770331817
3718,2019,11.20335829,5.150901643,2.004546832,13.46736558
3719,2019,9.667220402,4.665310879,1.902007653,11.53167609
3724,2019,11.88266469,5.32139115,2.026358935,14.25517874
3725,2019,11.88266469,5.32139115,2.026358935,14.25517874
3726,2019,12.54512289,5.479317155,2.06708762,15.05829393
3728,2019,12.54512289,5.479317155,2.06708762,15.05829393
373,2019,10.8257785,4.758699056,1.801869648,12.27125348
3731,2019,13.54703314,5.752378687,2.137826204,16.36627352
3740,2019,14.87922864,6.136992605,2.277680073,18.25388299
375,2019,12.25425305,5.246312216,2.005309126,13.92678537
37564,2019,8.779575207,4.181593547,1.617323488,10.39672323
37567,2019,8.567849846,3.85026687,1.297630351,9.977658539
3757,2019,12.93518013,5.664807982,2.19149165,15.62565489
3761,2019,11.60735474,5.442163245,2.196560135,13.93497555
37621,2019,10.28241503,4.592823366,1.678743107,12.31081106
3766,2019,11.85428853,5.550388864,2.25248991,14.10030657
377,2019,10.8257785,4.758699056,1.801869648,12.27125348
3777,2019,10.51139563,5.166472443,2.165538944,12.43364382
378,2019,12.88389114,5.513326136,2.213142438,14.719661
3790,2019,11.65592474,5.432014968,2.187834566,13.87208676
3794,2019,11.65592474,5.432014968,2.187834566,13.87208676
381,2019,12.88389114,5.513326136,2.213142438,14.719661
382,2019,12.88389114,5.513326136,2.213142438,14.719661
3823,2019,9.966867771,4.48187306,1.649021522,12.14112598
3830,2019,9.966867771,4.48187306,1.649021522,12.14112598
3831,2019,9.966867771,4.48187306,1.649021522,12.14112598
3840,2019,5.417186257,2.449928054,0.817813973,5.780026198
386,2019,12.88389114,5.513326136,2.213142438,14.719661
3862,2019,7.044699864,3.510721847,0.910445269,8.817067793
3897,2019,7.130734781,3.524391109,0.968243893,8.576315975
391,2019,11.17920641,4.652593666,1.688085211,12.77438312
392,2019,11.17920641,4.652593666,1.688085211,12.77438312
3928,2019,8.226844525,3.948204115,1.215961604,10.67151585
393,2019,11.17920641,4.652593666,1.688085211,12.77438312
39473,2019,6.170109567,2.856445654,0.892832491,6.717466547
39474,2019,7.146993328,3.040683187,0.952564195,8.308764433
39475,2019,8.755820955,3.877172246,1.281841029,10.51947105
39538,2019,8.779575207,4.181593547,1.617323488,10.39672323
39557,2019,8.059313083,3.900629951,1.39098259,9.812258094
39580,2019,10.61877914,4.713546131,1.569758222,13.12236188
396,2019,11.17920641,4.652593666,1.688085211,12.77438312
39602,2019,8.934483078,4.318626436,1.688220721,10.65012099
3967,2019,6.919961713,3.364371874,1.077657044,8.806446977
39708,2019,11.88266469,5.32139115,2.026358935,14.25517874
39710,2019,9.553933897,4.525838224,1.543805243,11.86573671
39712,2019,9.932280944,4.906192509,2.071851581,11.76457536
39714,2019,9.404101691,4.202856676,1.460761582,11.0910687
39715,2019,8.215534253,3.945980314,1.506982506,9.739278248
39716,2019,10.29686257,4.657757494,1.479519291,12.35781055
39719,2019,8.31156856,4.050478856,1.646469362,9.903553399
39720,2019,9.034781071,3.738415409,1.227748234,10.46306092
39721,2019,10.84483546,4.886620141,1.728891595,12.85793658
39722,2019,6.357879929,2.838458687,0.895517361,7.156097242
39726,2019,7.167729661,3.159759607,1.005640893,8.500483164
39729,2019,8.220458758,3.762074027,1.250947792,9.811684702
39730,2019,9.987577768,4.496343935,1.643555956,11.32848659
39731,2019,7.7466225,3.802837067,1.406208711,9.580106085
39762,2019,7.305411961,3.209315638,1.028136929,8.579141239
3986,2019,12.42602508,5.891562984,1.914850161,15.31649752
3988,2019,9.513301459,4.591053765,1.427821318,12.31079241
3989,2019,9.513301459,4.591053765,1.427821318,12.31079241
3993,2019,9.513301459,4.591053765,1.427821318,12.31079241
3994,2019,12.77194848,6.23855229,1.910533888,16.56555937
39964,2019,7.302805205,2.945163345,0.914217381,8.616993279
39965,2019,8.269735004,3.718954135,1.431306915,9.786833477
39969,2019,10.71103825,4.678920422,1.595603901,13.05521328
39974,2019,8.364585779,3.912975847,1.455202042,9.994074239
39980,2019,7.226265846,2.858739189,0.90406342,8.400745589
39983,2019,9.667220402,4.665310879,1.902007653,11.53167609
4001,2019,10.15144085,4.909509206,1.508683427,13.12264627
4002,2019,10.15144085,4.909509206,1.508683427,13.12264627
4003,2019,10.15144085,4.909509206,1.508683427,13.12264627
4004,2019,10.15144085,4.909509206,1.508683427,13.12264627
4006,2019,11.94483509,5.781013858,1.768009963,15.44807516
4017,2019,9.786748598,4.646521687,1.320996142,12.77643759
4020,2019,9.150185955,4.362338383,1.175881374,11.96893774
4021,2019,8.086508471,3.848328255,1.003293924,10.46107042
40219,2019,10.74279474,4.812732469,1.694709733,13.09756385
40223,2019,9.024189224,4.018956028,1.339920718,10.6870263
40228,2019,11.65592474,5.432014968,2.187834566,13.87208676
40233,2019,13.76507825,5.69928147,2.073679817,16.71093456
40234,2019,9.802905572,4.617212915,1.601774295,11.89220111
40235,2019,6.609882606,2.888100921,0.892768683,7.629864594
4025,2019,8.26474724,3.862049717,1.066821091,10.47684727
4027,2019,8.086508471,3.848328255,1.003293924,10.46107042
40475,2019,10.28241503,4.592823366,1.678743107,12.31081106
40476,2019,6.975028217,3.071841699,0.957530322,8.097618898
40477,2019,7.223069835,3.097826697,0.986491683,8.895555555
40478,2019,8.215094998,4.021574945,1.472153708,9.96695188
40483,2019,6.326058763,2.836725938,0.910833043,6.975392964
40484,2019,9.653497626,4.357815093,1.516626101,11.54008471
40486,2019,7.865220047,3.685307697,1.46525979,9.495501282
40487,2019,16.46169619,6.604653489,2.291882254,20.15792294
40489,2019,9.573556289,4.371924617,1.586413773,11.12171001
4049,2019,8.709125351,4.232047588,1.287607079,11.30652434
4050,2019,8.709125351,4.232047588,1.287607079,11.30652434
405191,2019,6.285700013,3.345148355,1.010102577,6.553851417
405245,2019,7.817135823,3.402080178,1.116209847,8.966750951
4054,2019,8.115031371,3.93956232,1.164278407,10.62419678
40729,2019,10.26528944,4.656257441,1.658207566,11.9497005
40730,2019,8.491076187,3.224249256,0.986095672,10.40897837
40734,2019,8.355059961,3.921497638,1.377292476,10.10134884
40736,2019,9.56384495,4.14929782,1.445642841,10.98827841
40737,2019,9.076759214,4.128882688,1.415607816,10.91783851
4074,2019,10.29485989,4.748719906,2.509573212,11.01139815
4075,2019,9.559090823,4.54353024,1.400857894,12.16485939
408,2019,10.42448806,4.918824102,2.095127161,11.89164537
4096,2019,7.492193642,3.716640351,1.066365807,9.943926091
40979,2019,9.249802395,4.196568901,1.463164606,10.97822149
40981,2019,8.61336506,4.075767694,1.560707348,10.24575389
40983,2019,8.052275215,3.67710173,1.219772577,9.581740654
40988,2019,7.798100676,3.681611938,1.327644447,9.471821787
40991,2019,6.054588181,2.865151144,0.875040393,6.652125631
40999,2019,7.030188042,2.978829873,0.91590579,8.137377661
4102,2019,7.492193642,3.716640351,1.066365807,9.943926091
4107,2019,10.21424653,4.827121173,1.546229362,12.8099326
4135,2019,7.611543546,3.662343932,1.122200503,9.824159941
4140,2019,8.257498945,4.033216519,1.222349984,10.75136493
41493,2019,7.736120742,3.313666838,1.061233958,9.272307611
41500,2019,8.809487082,4.209816053,1.520049414,10.87751968
41508,2019,9.244572634,4.306881325,1.573758116,11.03406821
41513,2019,9.368351694,4.52704795,1.810589948,11.09771568
41517,2019,12.96580572,5.569432273,1.993113798,15.62963013
41747,2019,8.553696493,4.038713865,1.508911969,10.23486184
41757,2019,7.74114009,3.401437542,1.118724869,8.981708406
4176,2019,7.720929091,3.687843986,1.128032614,9.89189856
4193,2019,7.860774225,3.825788961,1.153637606,10.1593636
4196,2019,7.860774225,3.825788961,1.153637606,10.1593636
4199,2019,7.860774225,3.825788961,1.153637606,10.1593636
41998,2019,9.580551138,4.442635305,1.525405094,11.63763243
42007,2019,11.60735474,5.442163245,2.196560135,13.93497555
42009,2019,9.230966268,4.257815109,1.441684259,11.18402672
42017,2019,10.37165546,4.251278124,1.391372309,11.70253638
42018,2019,9.553933897,4.525838224,1.543805243,11.86573671
42024,2019,6.812041749,2.918070858,0.929306781,7.494149314
4204,2019,6.957469078,3.366313915,1.004867789,8.957883647
4207,2019,7.860774225,3.825788961,1.153637606,10.1593636
4215,2019,7.044517632,3.435546873,1.024386147,8.942136157
4220,2019,6.957469078,3.366313915,1.004867789,8.957883647
42250,2019,11.14100834,5.030300101,1.848964005,13.38769344
42253,2019,9.326628558,4.426915943,1.559282216,11.50688571
42255,2019,9.146952619,4.21173467,1.440918449,11.22181479
425,2019,11.39534409,5.174544163,2.19725641,12.89808933
42503,2019,12.96580572,5.569432273,1.993113798,15.62963013
42517,2019,7.354741616,2.823307967,0.928779832,8.45551454
42521,2019,9.482125831,4.284578772,1.538200317,10.86519291
42524,2019,6.881928582,3.270050064,1.216341246,8.415367441
42527,2019,10.51139563,5.166472443,2.165538944,12.43364382
4268,2019,6.966139171,3.480423539,0.974844501,8.407365037
4313,2019,7.044517632,3.435546873,1.024386147,8.942136157
4334,2019,6.568352592,3.172630931,0.924960657,8.366127356
4341,2019,6.562808252,3.138747845,0.913007711,8.188364472
4356,2019,6.444402395,3.118021073,0.874392943,8.319671194
4362,2019,6.568352592,3.172630931,0.924960657,8.366127356
4385,2019,6.284672134,3.022583106,0.83419496,8.119002268
4405,2019,6.284672134,3.022583106,0.83419496,8.119002268
4421,2019,6.866444813,3.394997904,0.887363998,8.575781557
4427,2019,6.866444813,3.394997904,0.887363998,8.575781557
4441,2019,7.349266348,3.661850843,0.989364348,8.9980731
4456,2019,7.905487964,3.962662947,1.094985704,9.555808387
4461,2019,8.674174456,4.395399008,1.21852008,10.27314747
4479,2019,8.674174456,4.395399008,1.21852008,10.27314747
4497,2019,7.25581219,3.540025301,1.010234851,9.09458284
45001,2019,10.94910631,5.060713056,1.724183474,11.72147339
45002,2019,6.772640222,3.29838197,1.009198427,7.990740372
45018,2019,8.583983441,4.064876921,1.288000592,11.13734638
45032,2019,7.572339662,3.758085411,1.024206719,9.175471493
4504,2019,7.25581219,3.540025301,1.010234851,9.09458284
45044,2019,6.867084171,3.365328027,0.923584916,8.314226423
45049,2019,8.988745139,4.361357922,1.289520012,10.3354786
4507,2019,7.25581219,3.540025301,1.010234851,9.09458284
4517,2019,6.743357948,3.358793983,0.863168071,8.665640668
45199,2019,8.482423125,3.454086198,0.997408966,9.372124855
45200,2019,8.226844525,3.948204115,1.215961604,10.67151585
4525,2019,7.572339662,3.758085411,1.024206719,9.175471493
45279,2019,8.557957992,4.143507551,1.210174866,10.00194402
45283,2019,8.443263362,4.1096434,1.240698126,9.812463183
45312,2019,6.945767199,3.396635635,0.943643088,8.29014419
4539,2019,6.431462125,3.114070308,0.987355406,7.226764566
45415,2019,8.706186355,4.245946118,1.228484086,10.12598318
45430,2019,7.572339662,3.758085411,1.024206719,9.175471493
45444,2019,8.557957992,4.143507551,1.210174866,10.00194402
45448,2019,8.443263362,4.1096434,1.240698126,9.812463183
4546,2019,6.431462125,3.114070308,0.987355406,7.226764566
4547,2019,7.111869518,3.483033811,1.020863202,8.374258922
456,2019,10.08132457,4.906702095,2.074560596,11.21489256
4582,2019,6.016372577,2.848261168,0.949800038,6.674668573
459,2019,11.20215784,5.185627561,2.205249928,12.56289348
4592,2019,5.549523947,2.566724509,0.84207754,5.991495834
46002,2019,6.806802884,3.297891264,1.009018134,8.551571642
46004,2019,8.255015922,3.965466932,1.19225865,9.719639791
461,2019,14.05610119,5.862103648,2.577378027,16.09198601
46199,2019,8.732551358,4.20839229,1.34553343,10.25101393
4628,2019,6.800751152,3.359025979,0.909543325,8.536055629
4629,2019,6.652216009,3.314581692,0.877338439,8.530876992
46400,2019,12.77194848,6.23855229,1.910533888,16.56555937
4648,2019,6.927979963,3.325185921,0.9251657,8.917708338
46607,2019,10.55983789,4.865363755,1.670605979,11.43603369
4669,2019,7.532920059,3.592141014,0.931327136,9.690244555
4672,2019,6.51360592,3.267280361,0.796282064,8.701459035
4676,2019,6.447689856,3.249479177,0.777876433,8.648342356
46814,2019,11.11551672,4.888200866,1.201590761,13.68739306
46868,2019,8.443263362,4.1096434,1.240698126,9.812463183
4691,2019,7.804836977,3.73779521,0.9407459,10.10570718
46934,2019,6.274880514,3.116218875,0.801642076,8.372131071
46936,2019,8.774271284,4.307672621,1.29872486,10.18369966
4699,2019,7.804836977,3.73779521,0.9407459,10.10570718
47009,2019,8.729001846,4.161043294,1.305753172,10.08223324
47011,2019,10.45793479,4.603219109,1.18373151,12.6339499
4702,2019,9.918907944,4.341195346,1.160056605,11.70920194
4732,2019,8.287688266,3.960987328,1.163703985,9.940252094
4735,2019,9.685018043,4.556000838,1.345204593,11.32465362
4739,2019,9.328325498,4.36590519,1.203656071,11.32999262
47415,2019,11.11551672,4.888200866,1.201590761,13.68739306
47418,2019,8.082147708,3.898638216,1.079586061,9.94080267
4742,2019,11.35100723,4.870089561,1.287710501,13.50125702
47424,2019,8.639795495,4.275455402,1.291558073,10.08036403
4749,2019,9.328325498,4.36590519,1.203656071,11.32999262
4753,2019,10.45793479,4.603219109,1.18373151,12.6339499
4755,2019,10.45793479,4.603219109,1.18373151,12.6339499
47569,2019,8.557957992,4.143507551,1.210174866,10.00194402
4757,2019,10.71500837,4.906191372,1.386792839,12.41346067
4758,2019,10.45793479,4.603219109,1.18373151,12.6339499
476,2019,12.49774927,5.3930699,2.345707585,14.22336822
4794,2019,7.446840515,3.696869178,0.996950473,9.034690421
4797,2019,6.867084171,3.365328027,0.923584916,8.314226423
4811,2019,7.362466734,3.651607944,0.995801128,8.842483459
4814,2019,7.362466734,3.651607944,0.995801128,8.842483459
4828,2019,8.092274722,4.055514822,1.106111753,9.67560646
4829,2019,7.362466734,3.651607944,0.995801128,8.842483459
4832,2019,6.854953033,3.37320762,0.926106349,8.178511817
4851,2019,6.971190315,3.419923024,0.947380705,8.358698371
4852,2019,6.971190315,3.419923024,0.947380705,8.358698371
4896,2019,6.881163026,3.391683664,0.951318965,8.357397134
4905,2019,7.047191911,3.461620898,0.968012324,8.403461245
49210,2019,11.73861417,5.666101397,1.661503619,15.23146456
49237,2019,7.111869518,3.483033811,1.020863202,8.374258922
4932,2019,8.625117138,4.270617871,1.256887188,10.08251252
4945,2019,7.813122446,3.911398279,1.132201591,9.360110284
49467,2019,9.850768124,4.825897891,1.469487824,10.94515835
49483,2019,9.661244749,4.683786649,1.398474433,10.93083213
4960,2019,8.305007517,4.114847355,1.213768074,9.765725791
4963,2019,8.305007517,4.114847355,1.213768074,9.765725791
4964,2019,7.813122446,3.911398279,1.132201591,9.360110284
4966,2019,8.305007517,4.114847355,1.213768074,9.765725791
4970,2019,8.625117138,4.270617871,1.256887188,10.08251252
49705,2019,8.482423125,3.454086198,0.997408966,9.372124855
49706,2019,6.867084171,3.365328027,0.923584916,8.314226423
49708,2019,10.94910631,5.060713056,1.724183474,11.72147339
4971,2019,8.305007517,4.114847355,1.213768074,9.765725791
49712,2019,8.255015922,3.965466932,1.19225865,9.719639791
49725,2019,8.706186355,4.245946118,1.228484086,10.12598318
49726,2019,6.919961713,3.364371874,1.077657044,8.806446977
49731,2019,6.875572884,3.328044972,0.88912559,8.862620207
49732,2019,8.732551358,4.20839229,1.34553343,10.25101393
49735,2019,9.150185955,4.362338383,1.175881374,11.96893774
4989,2019,9.435844196,4.59756493,1.375305734,10.63325969
4996,2019,9.850768124,4.825897891,1.469487824,10.94515835
49961,2019,9.031540019,4.440395204,1.329625938,10.39473878
49967,2019,7.047191911,3.461620898,0.968012324,8.403461245
49972,2019,8.820863095,4.097396624,1.364208511,10.11184259
49973,2019,7.720929091,3.687843986,1.128032614,9.89189856
49974,2019,12.77194848,6.23855229,1.910533888,16.56555937
49977,2019,8.962245325,4.349807282,1.248729723,10.32062354
49979,2019,7.813122446,3.911398279,1.132201591,9.360110284
49988,2019,10.11450038,4.732670925,1.600027098,11.17880742
50,2019,10.01380389,3.757532417,1.464218273,11.60971631
5003,2019,9.850768124,4.825897891,1.469487824,10.94515835
5005,2019,9.511871437,4.650370492,1.38697143,10.69556845
5008,2019,9.435844196,4.59756493,1.375305734,10.63325969
50224,2019,7.349266348,3.661850843,0.989364348,8.9980731
50234,2019,7.750358712,3.696233995,1.13074602,9.265616146
50236,2019,8.674174456,4.395399008,1.21852008,10.27314747
50243,2019,8.706186355,4.245946118,1.228484086,10.12598318
50250,2019,7.750358712,3.696233995,1.13074602,9.265616146
5030,2019,7.026446168,3.452175048,0.977414507,8.462196155
5036,2019,7.04065273,3.451999382,0.990342924,8.446344824
50468,2019,8.736560536,4.126997337,1.2503454,9.982801619
50474,2019,7.047191911,3.461620898,0.968012324,8.403461245
5049,2019,8.258422266,4.1430914,1.219772708,9.856486405
50494,2019,9.661244749,4.683786649,1.398474433,10.93083213
50499,2019,6.864673196,3.409526547,0.875335823,8.791966407
5050,2019,8.258422266,4.1430914,1.219772708,9.856486405
5051,2019,8.258422266,4.1430914,1.219772708,9.856486405
5052,2019,8.258422266,4.1430914,1.219772708,9.856486405
5071,2019,8.674941422,4.336935805,1.299068926,10.13392137
5072,2019,8.155186537,4.08416376,1.200381308,9.762718511
50728,2019,7.725634459,3.794717802,1.116112195,9.287656008
5073,2019,8.674941422,4.336935805,1.299068926,10.13392137
50731,2019,8.195058881,4.011686023,1.193673189,9.673727155
50735,2019,10.46056967,4.973684502,1.649189038,11.45759752
5075,2019,8.674941422,4.336935805,1.299068926,10.13392137
5080,2019,7.813122446,3.911398279,1.132201591,9.360110284
5091,2019,8.155186537,4.08416376,1.200381308,9.762718511
5096,2019,8.155186537,4.08416376,1.200381308,9.762718511
5107,2019,8.878938436,4.449306666,1.345878368,10.31038356
511,2019,10.50464337,5.065781085,2.137351525,11.74513008
5110,2019,8.674941422,4.336935805,1.299068926,10.13392137
5115,2019,8.878938436,4.449306666,1.345878368,10.31038356
51250,2019,6.854953033,3.37320762,0.926106349,8.178511817
51254,2019,6.562808252,3.138747845,0.913007711,8.188364472
5137,2019,8.878938436,4.449306666,1.345878368,10.31038356
51495,2019,8.817480935,4.300581788,1.259564777,10.21914442
5150,2019,8.878938436,4.449306666,1.345878368,10.31038356
51514,2019,6.696082432,3.338266599,0.955109899,8.28785791
51531,2019,10.46056967,4.973684502,1.649189038,11.45759752
51538,2019,9.952729705,4.8134926,1.447222195,11.09507995
5154,2019,9.050315591,4.499161654,1.370414016,10.42278693
5165,2019,9.61252686,4.729966126,1.460724262,10.80206572
5167,2019,9.61252686,4.729966126,1.460724262,10.80206572
51771,2019,7.044517632,3.435546873,1.024386147,8.942136157
51785,2019,8.443263362,4.1096434,1.240698126,9.812463183
52008,2019,9.685018043,4.556000838,1.345204593,11.32465362
52009,2019,10.11450038,4.732670925,1.600027098,11.17880742
52013,2019,7.725634459,3.794717802,1.116112195,9.287656008
52023,2019,7.047191911,3.461620898,0.968012324,8.403461245
52031,2019,7.334259932,3.541854339,1.072641065,9.296227919
52262,2019,8.305007517,4.114847355,1.213768074,9.765725791
52267,2019,10.94910631,5.060713056,1.724183474,11.72147339
52274,2019,7.349266348,3.661850843,0.989364348,8.9980731
52278,2019,7.813122446,3.911398279,1.132201591,9.360110284
5289,2019,7.121647851,3.516125841,1.027546001,8.731771232
530,2019,13.83094566,5.889306019,2.446644644,15.87891914
532,2019,13.32634998,5.65233583,2.326893413,15.28066316
5323,2019,8.415839602,4.215333789,1.251102301,9.930939868
5334,2019,8.415839602,4.215333789,1.251102301,9.930939868
5338,2019,7.65469222,3.709801077,1.092976847,9.199319527
534,2019,13.32634998,5.65233583,2.326893413,15.28066316
5342,2019,8.418061259,4.08162945,1.231729452,9.796253643
5360,2019,8.573799478,4.223484739,1.237571376,10.07995303
5370,2019,9.137919334,4.48487557,1.351835863,10.49055339
5382,2019,8.988745139,4.361357922,1.289520012,10.3354786
5389,2019,8.891585918,4.372154319,1.242047227,10.32711062
5402,2019,8.891585918,4.372154319,1.242047227,10.32711062
5404,2019,8.891585918,4.372154319,1.242047227,10.32711062
5416,2019,8.891585918,4.372154319,1.242047227,10.32711062
5426,2019,9.511871437,4.650370492,1.38697143,10.69556845
5436,2019,10.7646727,5.13187679,1.53403365,11.72745906
