,STRM_ORDER,LifeStage,dens,yr,PopGrp,ID_Num,UTM_E,UTM_N,WidthM,W3Dppt,MWMT_Index,StrmPow,SprPpt,IP_COHO,SolMean,StrmSlope,OUT_DIST,Panel,UTM_E_km,UTM_N_km,fYr,fSTRM_ORDER,est,2020 Temporal,2020 Survey,2021 Temporal,2021 Survey,,est_non_rf,est_rf,omega_s,epsilon_st
367,4,rear,1209,2001,Tillamook Bay,715,459674,5048143,0.268202117,-0.725681954,-1.875820682,-0.093113865,1.215078195,-0.404339723,-0.63208264,1.265151814,-0.397055333,annual,459.674,5048.143,2001,4,6.077039568,435.7373129,415.9275971,447.6996679,425.955615,,3.064600602,3.012438966,2.744665346,0.26777362
368,4,rear,800,2001,Siletz,3597,439896,4957274,0.236329875,-1.155752964,-1.51627427,-0.30314214,-0.272352697,0.976586651,0.130531971,0.924993072,-0.155008882,annual,439.896,4957.274,2001,4,7.041862346,1143.515245,1143.581756,1178.377744,1176.685557,,3.514804035,3.52705831,3.314826143,0.212232168
369,5,rear,597,2001,Yaquina,3336,445412,4933430,0.459435566,-0.897710358,0.321407392,-0.58957664,-0.52734085,-0.181609663,0.492773912,-0.775800641,-0.284337623,annual,445.412,4933.43,2001,5,6.589509844,727.4242313,722.0623885,746.9354074,741.2721236,,3.786384482,2.803125362,2.677606403,0.12551896
370,2,rear,16,2001,Yaquina,3390,442396,4943036,-0.895134699,-1.263270716,-0.03813902,-0.620494508,-0.603837296,-0.938891868,-0.1707008,0.924993072,-0.382817307,annual,442.396,4943.036,2001,2,4.022591391,55.84563634,58.21008221,53.53487366,56.35667878,,1.376856078,2.645735313,2.477463978,0.168271335
371,5,rear,89,2001,Alsea,3074,434462,4903628,1.128752638,-0.639667752,0.441256196,-0.715025001,-0.340349538,0.130212422,1.270640815,-1.115959383,-0.438582911,annual,434.462,4903.628,2001,5,6.58524633,724.32945,698.6138625,739.401413,717.3477499,,3.914055456,2.671190875,2.662975946,0.008214928
372,3,rear,0,2001,NCDependent,130,428327,4991139,-0.70390125,-0.876206807,-2.155467891,-0.414020011,0.254622819,-0.448885735,0.469895473,1.945469299,-1.062683075,annual,428.327,4991.139,2001,3,4.270772904,71.57693632,74.12275273,71.10901799,73.68975158,,1.919309692,2.351463212,2.098900105,0.252563107
373,4,rear,854,2001,Alsea,3157,457122,4919283,0.778157981,-0.897710358,0.281457791,0.01705325,-0.918322684,0.664764567,0.19154114,-0.435641898,-0.120600318,annual,457.122,4919.283,2001,4,6.768101186,869.6590045,882.0492659,858.5296933,871.1169346,,3.792131765,2.975969421,2.926448367,0.049521054
374,3,rear,914,2001,Siuslaw,2161,429131,4889946,-0.114264782,-0.467639348,-0.63738304,-0.661007576,-0.195856251,-0.003425614,1.243949304,-0.095483156,-0.243996548,annual,429.131,4889.946,2001,3,6.122781006,456.1314367,579.5402802,448.3587286,563.6650492,,2.893589683,3.229191324,3.247369156,-0.018177832
375,4,rear,153,2001,Siuslaw,2556,454405,4861318,-0.528603921,-1.220263615,1.43999623,-0.625825175,-0.654834926,0.976586651,0.153410409,-1.115959383,0.114327121,annual,454.405,4861.318,2001,4,4.776434406,118.6804286,127.8245228,115.6843904,125.0241379,,4.107654519,0.668779887,0.77459704,-0.105817153
376,4,rear,915,2001,MCDependent,2738,411500,4891411,1.001263672,-0.704178403,-0.237887027,-0.56860935,-0.357348748,0.08566641,1.854040993,-0.775800641,-1.14573823,annual,411.5,4891.411,2001,4,5.655990714,285.9996862,288.0502159,282.4996129,284.8481337,,3.649313327,2.006677386,1.986215709,0.020461678
377,4,rear,175,2001,MCDependent,2796,415120,4902052,0.443499445,-0.274107393,-0.996929452,-0.569320106,0.067631507,-0.047971626,2.795870038,-0.435641898,-1.111329666,annual,415.12,4902.052,2001,4,5.493775515,243.1735813,301.5143134,235.1271789,292.234528,,3.618390893,1.875384622,1.835163315,0.040221307
378,4,rear,177,2001,Coos,5323,412595,4797053,-0.735773491,-1.00522811,-0.837131047,-0.789298959,-0.178857041,-0.76070782,-0.525316595,1.605310557,-0.649780305,annual,412.595,4797.053,2001,4,5.38123485,217.2904309,221.0135112,219.8247008,223.1348893,,2.76378769,2.61744716,2.630960339,-0.013513179
379,5,rear,3205,2001,Coos,5523,445459,4787416,-0.002711936,-1.220263615,-0.078088621,1.657832514,-0.221355066,-0.315247699,-0.986698435,-0.435641898,0.107208107,annual,445.459,4787.416,2001,5,7.465335166,1746.440797,1740.211921,1748.860149,1741.936775,,3.668033416,3.79730175,3.785112403,0.012189347
380,3,rear,8,2001,Coos,5564,417021,4806256,-0.847326337,-1.00522811,-0.597433439,-0.213942314,-0.119359805,-2.27527223,-0.445242061,0.924993072,-0.688934878,annual,417.021,4806.256,2001,3,3.579631804,35.86033478,35.64643693,35.3121414,35.05284969,,1.95454379,1.625088014,1.651760883,-0.026672869
381,5,rear,2111,2001,Coos,5638,429106,4807755,-0.193945385,-0.919213908,-0.597433439,0.087418053,1.011087673,0.041120398,-0.571073471,-0.435641898,-0.316373183,annual,429.106,4807.755,2001,5,7.128905063,1247.510274,1278.041623,1279.816294,1311.022173,,3.708499956,3.420405107,3.439746802,-0.019341695
382,4,rear,397,2001,Coquille,4794,413620,4770016,-0.687965129,-1.198760065,-0.197937425,-0.4189953,-0.399846773,-0.181609663,-0.49481201,0.924993072,-0.318746187,annual,413.62,4770.016,2001,4,5.189256235,179.3351201,181.8275493,183.2287665,185.6386635,,3.143343443,2.045912792,2.003897027,0.042015765
383,6,rear,0,2001,Sixes,4006,393170,4739878,0.316010479,-0.403128696,0.800802608,-0.749852024,0.934591227,0.130212422,-0.296532211,-0.775800641,-0.805212095,annual,393.17,4739.878,2001,6,2.270945044,9.6885526,9.057810711,10.23230713,9.554858823,,3.12989225,-0.858947206,-0.805574299,-0.053372907
384,5,rear,1068,2001,Lower Umpqua,6915,441992,4831340,-0.432987197,-1.263270716,0.201558588,0.03162374,-0.799328213,-0.092517639,-0.792231709,-0.775800641,-0.489602506,annual,441.992,4831.34,2001,5,6.005675586,405.7249984,412.1885608,388.7408174,394.7317608,,3.720094263,2.285581324,2.362537141,-0.076955818
385,5,rear,163,2001,Middle Umpqua,7285,450592,4811667,-0.193945385,-1.41379557,0.241508189,-0.745587491,-1.402800175,0.08566641,0.260176455,-0.775800641,0.587741504,annual,450.592,4811.667,2001,5,6.665852373,785.1324059,776.3371398,797.4516221,789.1796024,,4.144101167,2.521751207,2.599526923,-0.077775716
386,5,rear,683,2001,South Umpqua,7999,467573,4736650,-0.464859438,-1.908377231,-0.557483838,1.407291171,-1.623789907,1.511138796,-1.082025261,-0.095483156,2.696155937,annual,467.573,4736.65,2001,5,5.70447127,300.2067097,303.2009006,293.3105797,296.3992298,,4.711623976,0.992847294,0.978811192,0.014036102
387,3,rear,25,2001,South Umpqua,8033,479855,4733857,-0.687965129,-1.779355928,-0.797181446,0.352529885,-1.368801754,-1.250713952,-0.685465663,0.924993072,2.864639252,annual,479.855,4733.857,2001,3,4.996919013,147.9566037,146.5557918,151.4935266,150.1956415,,3.217100161,1.779818851,1.822341227,-0.042522376
388,4,rear,0,2001,South Umpqua,8266,525127,4754749,-0.448923318,-1.198760065,-0.237887027,2.180593245,-1.156311627,-1.785266097,0.363129428,0.584834329,2.71395347,annual,525.127,4754.749,2001,4,-0.192540071,0.824861265,0.819605646,0.785068665,0.780296951,,3.886719294,-4.079259365,-3.936058197,-0.143201168
389,5,rear,0,2001,South Umpqua,8275,536972,4760187,-0.273625989,-1.306277817,-0.277836628,2.736759489,-0.969320315,-1.027983892,0.580474592,-0.095483156,2.874131269,annual,536.972,4760.187,2001,5,-2.36665201,0.093794223,0.078747155,0.088698276,0.075565001,,4.313312029,-6.679964039,-6.523717491,-0.156246548
390,6,rear,205,2001,South Umpqua,8306,517686,4768777,0.045096426,-1.607327524,1.879441845,2.438242144,-0.97781992,-0.404339723,1.453668322,-0.775800641,2.680731408,annual,517.686,4768.777,2001,6,4.912689104,136.0046537,135.7336207,130.1630038,129.9140748,,3.974381893,0.93830721,1.066134721,-0.12782751
391,4,rear,524,2001,Necanicum,1884,441307,5082635,0.013224184,-0.510646449,-0.877080648,-0.724264823,2.218031596,1.466592784,-0.929502339,-0.435641898,-0.804025592,three,441.307,5082.635,2001,4,6.596462463,732.4993567,757.9724652,730.3606226,757.112682,,3.790153144,2.806309319,2.539232645,0.267076673
392,3,rear,88,2001,Necanicum,1887,440946,5081464,-0.385178835,-0.14508609,-1.396425466,-0.350762764,2.753506717,-2.05254217,-1.234548184,0.924993072,-0.787414561,three,440.946,5081.464,2001,3,4.647462372,104.3199242,106.8411547,105.5964008,108.3620799,,1.947751317,2.699711055,2.432050704,0.267660351
393,4,rear,859,2001,Nehalem,1470,492111,5088301,0.140713151,-1.650334625,-1.116778256,-0.335126141,-0.969320315,0.130212422,0.042831291,-0.435641898,0.530789398,three,492.111,5088.301,2001,4,5.338917304,208.2870766,206.9209821,203.0740377,201.7307147,,4.117561894,1.22135541,0.91775244,0.30360297
394,5,rear,2133,2001,Tillamook Bay,827,444780,5052180,1.128752638,-0.381625146,-1.636123074,0.399795132,1.062085303,-0.137063651,-0.437615914,-0.435641898,-0.622490754,three,444.78,5052.18,2001,5,7.068078063,1173.889722,1173.469945,1179.847649,1179.022571,,3.655711099,3.412366964,3.132524162,0.279842801
395,5,rear,1876,2001,Tillamook Bay,870,434376,5051987,1.686516864,-0.833199706,-1.556223871,-0.315224985,0.637105048,-0.047971626,-0.178326947,-0.775800641,-0.944032854,three,434.376,5051.987,2001,5,6.645467272,769.289431,753.8971551,769.6339923,752.9560905,,3.742387421,2.903079851,2.623179505,0.279900346
396,4,rear,0,2001,Nestucca,210,430370,5002894,-0.018648057,-0.725681954,-1.396425466,-0.443871746,0.543609392,-1.785266097,0.511839277,0.924993072,-0.961830387,three,430.37,5002.894,2001,4,4.545437026,94.2015868,93.90510637,93.89282211,93.45378713,,2.833930433,1.711506594,1.45525406,0.256252534
397,4,rear,0,2001,Nestucca,234,439602,5002187,-0.146137023,-0.661171302,-1.995669486,0.226726147,0.637105048,-0.76070782,1.304958473,1.605310557,-0.758938508,three,439.602,5002.187,2001,4,5.259369719,192.3602122,197.6636436,189.0414687,194.6538504,,2.8477913,2.41157842,2.177869086,0.233709333
398,4,rear,386,2001,Yaquina,3311,438174,4935483,-0.146137023,-0.897710358,0.041760183,-0.330150852,-0.357348748,-0.226155675,-0.796044782,-0.435641898,-0.456380444,three,438.174,4935.483,2001,4,6.631915229,758.9343126,767.3732336,785.5046889,790.6569252,,3.577026407,3.054888822,2.917523067,0.137365755
399,4,rear,1360,2001,Alsea,2880,425614,4926497,-0.114264782,-0.55365355,-0.597433439,-0.470169702,-0.051362964,-0.181609663,2.574711801,0.244675587,-0.823009628,three,425.614,4926.497,2001,4,6.425595792,617.4485791,627.5301844,626.4227453,637.8818979,,3.376926512,3.048669281,2.934867122,0.113802159
400,4,rear,0,2001,Alsea,3030,451425,4900177,-0.130200902,-0.768689055,-1.795921479,-0.763711758,-0.399846773,0.130212422,-0.273653773,1.605310557,-0.232131526,three,451.425,4900.177,2001,4,6.120962276,455.3026105,438.9959621,452.8743731,433.4344981,,3.12952909,2.991433186,3.002241854,-0.010808668
401,3,rear,20,2001,Alsea,3117,441286,4911463,-0.70390125,-0.811696156,-0.597433439,-0.425747478,-0.569838875,-0.003425614,0.996099555,1.265151814,-0.442142417,three,441.286,4911.463,2001,3,4.405871398,81.93050584,95.0974758,84.38480564,98.36895891,,2.295367587,2.110503811,2.081251417,0.029252394
402,3,rear,453,2001,Siuslaw,2016,423690,4888090,-0.592348405,0.177467168,-0.477584635,-0.514591926,0.288621239,0.976586651,2.27347903,-0.095483156,-0.561979141,three,423.69,4888.09,2001,3,6.364192579,580.6757894,424.3072313,576.7279469,415.3895424,,2.942485916,3.421706664,3.441137094,-0.01943043
403,3,rear,24,2001,Siuslaw,2050,422534,4875816,-0.624220646,-0.682674853,-0.397685432,-0.489360103,-0.297851512,0.397488494,1.144809404,0.924993072,-0.887080747,three,422.534,4875.816,2001,3,4.652094398,104.8042577,98.32761877,104.2188647,98.77100062,,2.332129926,2.319964472,2.361441737,-0.041477266
404,3,rear,910,2001,Siuslaw,2275,442196,4883091,-0.385178835,-0.489142898,-0.237887027,-0.164544801,0.067631507,-0.448885735,0.382194793,0.584834329,-0.465872462,three,442.196,4883.091,2001,3,5.110719503,165.789598,174.6802868,158.6451506,170.9702817,,2.392279224,2.718440279,2.754707757,-0.036267479
405,6,rear,0,2001,Siuslaw,2334,460073,4895592,0.96939143,-1.41379557,0.880701811,-0.274001161,-1.139312417,1.555684808,-0.174513873,-1.115959383,-0.060088705,three,460.073,4895.592,2001,6,5.321801368,204.7523843,208.151309,207.6430545,211.0607824,,3.731397628,1.59040374,1.631315909,-0.04091217
406,6,rear,0,2001,Siuslaw,2539,449445,4863632,2.84985368,-1.112745863,1.519895433,-0.699743755,-0.807827818,1.733868857,0.386007866,-1.115959383,-0.038731665,three,449.445,4863.632,2001,6,5.158499229,173.9032707,141.2558972,175.0246886,143.0922235,,3.666251947,1.492247282,1.586504416,-0.094257133
407,6,rear,0,2001,Siuslaw,2567,459251,4858846,2.531131265,-1.177256514,1.280197824,0.829091504,-1.096814391,0.041120398,0.386007866,-1.115959383,0.286369942,three,459.251,4858.846,2001,6,4.313183756,74.67786697,70.23642553,75.83326803,69.89771732,,3.48626964,0.826914116,0.939608828,-0.112694712
408,4,rear,176,2001,Siuslaw,2580,460292,4856775,-0.480795559,-1.198760065,-0.837131047,-0.672735043,-0.926822289,0.842948615,0.813072048,-0.435641898,0.380103617,three,460.292,4856.775,2001,4,5.161433131,174.414235,176.3002917,168.8143503,168.6646955,,4.189935664,0.971497467,1.086819836,-0.115322369
409,5,rear,417,2001,MCDependent,2839,422999,4902961,-0.114264782,-0.403128696,-0.91703025,0.033045251,0.178126373,-0.003425614,1.541369003,0.244675587,-0.946405858,three,422.999,4902.961,2001,5,6.04795718,423.2475278,303.6813003,421.749777,300.5569511,,3.347496331,2.700460849,2.675786041,0.024674808
410,2,rear,0,2001,Siltcoos,6049,414467,4864293,-0.958879182,-1.220263615,-0.03813902,-0.529162416,-0.484842824,-2.007996158,-0.613017275,-0.435641898,-0.991492942,three,414.467,4864.293,2001,2,3.917922555,50.2958493,53.61388681,52.66201697,56.5462124,,1.555025458,2.362897097,2.419365925,-0.056468828
411,5,rear,1718,2001,Coos,5634,428656,4807280,-0.162073144,-0.919213908,-0.437635033,0.851124927,1.011087673,0.397488494,-0.639708787,-0.775800641,-0.323492196,three,428.656,4807.28,2001,5,7.194160499,1331.63195,1369.833937,1366.081172,1405.087496,,3.843846587,3.350313912,3.369009574,-0.018695662
412,3,rear,0,2001,Coos,5670,415865,4814945,-0.831390216,-0.940717459,-1.076828655,0.639319763,-0.017364544,-0.805253832,0.816885122,2.285628042,-0.459939951,three,415.865,4814.945,2001,3,4.426176972,83.61115734,85.49969011,82.32912554,84.56833807,,1.76165344,2.664523532,2.710680205,-0.046156673
413,4,rear,932,2001,Coquille,4797,414469,4773036,-0.544540042,-1.198760065,0.760853007,-0.592419662,-0.391347168,0.798402603,0.42795167,-0.775800641,-0.252302063,three,414.469,4773.036,2001,4,6.16701265,476.7597283,474.8805193,489.9727342,486.8130363,,3.915843745,2.251168905,2.212854915,0.03831399
414,4,rear,0,2001,Coquille,5008,428526,4787552,-0.672029008,-1.026731661,-1.036879054,-0.04087333,0.909092411,-0.805253832,0.435577816,2.285628042,0.316032497,three,428.526,4787.552,2001,4,6.026082497,414.0896504,430.548879,413.6244523,430.810051,,2.780312376,3.245770121,3.221802201,0.02396792
415,6,rear,34,2001,Floras,4107,385385,4752051,0.252265996,-0.403128696,1.679693838,-0.749496646,0.977089252,0.130212422,-0.300345284,-1.115959383,-1.004544467,three,385.385,4752.051,2001,6,5.664709097,288.5040423,280.4398213,297.8968696,288.869325,,3.103075283,2.561633814,2.640106069,-0.078472255
416,5,rear,64,2001,Sixes,4020,402322,4741557,-0.034584178,-0.618164201,0.880701811,-0.37883761,0.509610972,1.778414869,-0.208831531,-1.115959383,-0.652153309,three,402.322,4741.557,2001,5,4.95232871,141.5041025,141.831241,145.0984659,145.1068126,,3.999258895,0.953069815,0.964039797,-0.010969982
417,3,rear,0,2001,Lower Umpqua,6614,439500,4850856,-0.847326337,-1.026731661,-0.277836628,-0.457731479,0.101629927,-1.161621928,-0.2698407,0.924993072,-0.253488565,three,439.5,4850.856,2001,3,4.666382886,106.3125017,106.4085693,109.7078263,109.8977206,,2.231032021,2.435350865,2.524434259,-0.089083394
418,4,rear,40,2001,Lower Umpqua,6887,435548,4836248,-0.624220646,-1.069738762,0.161608987,-0.43996259,0.059131902,1.555684808,0.168662702,-0.095483156,-0.623677256,three,435.548,4836.248,2001,4,6.186337926,486.0628448,505.4951672,465.7535978,485.0869397,,3.692580772,2.493757154,2.571720603,-0.077963449
419,5,rear,1256,2001,Lower Umpqua,6894,441265,4836699,-0.305498231,-1.241767166,0.641004203,-0.780414514,-0.637835716,1.733868857,0.618605323,-1.115959383,-0.515705555,three,441.265,4836.699,2001,5,6.476965726,649.9956859,660.4843193,630.6546444,640.4598877,,4.148779239,2.328186486,2.40842574,-0.080239253
420,6,rear,685,2001,South Umpqua,7739,482649,4766150,0.12477703,-1.822363029,1.679693838,-0.202214847,-1.283805704,1.555684808,-0.40711133,-0.775800641,1.782549233,three,482.649,4766.15,2001,6,5.123038202,167.8445413,164.712121,166.3386212,163.0374087,,4.081621618,1.041416584,1.068366518,-0.026949935
421,4,rear,0,2001,South Umpqua,8177,489491,4748126,-0.672029008,-1.736348827,-1.036879054,-0.358936453,-1.062815971,-0.716161808,-1.360379594,0.584834329,2.228674065,three,489.491,4748.126,2001,4,4.720908907,112.2702495,112.6377631,107.7637621,108.1415371,,4.062296998,0.658611909,0.719613256,-0.061001347
422,5,rear,382,2001,Necanicum,1845,434319,5083287,1.240305483,-0.618164201,-1.116778256,-0.307406674,2.252030017,-1.918904134,0.233484944,-0.435641898,-0.910810792,nine,434.319,5083.287,2001,5,6.056373155,426.8245997,425.1609805,427.5347474,425.7315224,,3.268366683,2.788006472,2.528565679,0.259440793
423,4,rear,2341,2001,Nehalem,1165,451988,5085749,0.825966343,-0.295610944,-1.316526263,0.456300201,1.997041864,0.976586651,-0.388045965,-0.435641898,-0.233318028,nine,451.988,5085.749,2001,4,6.727122968,834.7422276,835.0989544,846.9080113,848.3214255,,3.887814951,2.839308017,2.564656185,0.274651832
424,4,rear,1007,2001,Nehalem,1313,464421,5097918,0.013224184,-1.155752964,-1.356475864,-0.368176276,0.365117685,1.199316712,0.126718898,-0.095483156,0.082291561,nine,464.421,5097.918,2001,4,6.6773391,794.203003,808.980159,794.374275,809.9095025,,4.007488976,2.669850124,2.406073245,0.263776879
425,4,rear,0,2001,Nehalem,1559,470938,5081895,-0.783581854,-1.478306221,-0.717282243,-0.740967579,-0.782329003,-0.226155675,-0.773166344,-0.435641898,0.960303199,nine,470.938,5081.895,2001,4,5.588630332,267.3691618,263.7844782,270.4566031,266.7820072,,4.150818107,1.437812225,1.1691544,0.268657824
426,3,rear,559,2001,Tillamook Bay,476,440239,5024469,0.252265996,-0.5751571,-1.676072675,0.30348775,0.671103469,-0.582523771,0.187728067,0.924993072,-0.712664922,nine,440.239,5024.469,2001,3,5.501556456,245.0730809,274.3787482,242.8031001,273.3564151,,2.280320665,3.221235791,2.976594565,0.244641226
427,5,rear,0,2001,Tillamook Bay,650,453877,5038089,0.507243928,-0.467639348,-1.23662706,2.816008737,1.334072666,-2.05254217,-0.689278736,0.584834329,-0.621304252,nine,453.877,5038.089,2001,5,5.989472364,399.2039199,384.0308878,413.6631557,403.8950642,,2.812306844,3.17716552,2.917812118,0.259353402
428,4,rear,22,2001,Nestucca,345,449970,5006657,-0.353306593,-0.98372456,-1.755971878,-0.314869607,0.042132692,-1.607082049,0.92746424,0.584834329,-0.488416004,nine,449.97,5006.657,2001,4,6.059076182,427.9798787,423.3973745,424.0180184,420.678981,,3.215241804,2.843834378,2.6213361,0.222498278
429,4,rear,826,2001,Nestucca,362,455303,5010784,0.236329875,-0.876206807,-1.915770283,2.051235729,-0.051362964,-0.404339723,-0.426176695,0.584834329,-0.445701924,nine,455.303,5010.784,2001,4,6.568646846,712.4051967,718.7497233,698.5865546,704.8775757,,3.273285426,3.29536142,3.06262186,0.23273956
430,4,rear,625,2001,Alsea,2985,439459,4903907,-0.528603921,-0.962221009,-0.517534236,-0.638974153,-0.705832557,-0.092517639,1.743461875,-0.095483156,-0.464685959,nine,439.459,4903.907,2001,4,6.214318312,499.8551278,524.8361144,501.1012501,527.3422737,,3.637818066,2.576500246,2.570854489,0.005645757
431,2,rear,15,2001,Alsea,3105,439199,4916824,-0.672029008,-0.338618045,-1.316526263,1.462019351,-0.246853882,-1.607082049,1.38884608,5.006897982,-0.480110488,nine,439.199,4916.824,2001,2,2.045232005,7.730951946,9.154137102,8.288094361,9.887941082,,-0.310351547,2.355583551,2.301997995,0.053585556
432,4,rear,112,2001,Siuslaw,1986,421254,4883265,-0.448923318,-0.338618045,-0.157987824,-0.098089154,-0.178857041,1.065678675,1.865480212,0.584834329,-0.707918913,nine,421.254,4883.265,2001,4,6.498858972,664.3831208,607.4748568,679.44702,617.6523622,,3.380350037,3.118508935,3.144954167,-0.026445232
433,3,rear,149,2001,Siuslaw,2117,441467,4868202,-0.480795559,-0.596660651,-1.076828655,-0.783968292,0.348118475,0.442034506,1.732022655,0.584834329,-0.538249097,nine,441.467,4868.202,2001,3,5.478239051,239.4247212,219.5002852,243.7131951,221.819906,,2.67502038,2.803218671,2.877931322,-0.074712651
434,4,rear,1,2001,Siuslaw,2193,430525,4896136,-0.241753748,-0.424632247,-0.237887027,-0.435698056,-0.09386099,0.976586651,1.385033007,-0.775800641,-0.162127895,nine,430.525,4896.136,2001,4,7.1541928,1279.459242,1272.20559,1261.771869,1255.816573,,4.080612406,3.073580394,3.084023032,-0.010442638
435,5,rear,166,2001,Siuslaw,2419,456488,4875967,0.586924532,-1.134249413,-0.237887027,-0.78432367,-0.807827818,1.778414869,-0.060121682,-1.115959383,-0.118227313,nine,456.488,4875.967,2001,5,5.541094016,254.9567737,245.1215999,251.6363115,241.9128992,,4.335822453,1.205271563,1.287938462,-0.082666899
436,3,rear,0,2001,Siuslaw,2436,460514,4871120,-0.927006941,-1.198760065,-0.996929452,-0.151751201,-0.9438215,-2.05254217,-0.830362439,0.584834329,0.02296645,nine,460.514,4871.12,2001,3,3.17499151,23.92661673,23.64039814,23.92531887,23.6530279,,2.393925995,0.781065515,0.878595271,-0.097529756
437,3,rear,0,2001,Coos,5342,416617,4803592,-0.847326337,-1.00522811,-1.076828655,0.076756719,-0.119359805,-0.805253832,-1.051520677,1.605310557,-0.669950842,nine,416.617,4803.592,2001,3,3.839510461,46.50270397,47.81207766,45.57145143,46.90783531,,1.936435162,1.903075299,1.924915305,-0.021840006
438,5,rear,12,2001,Coos,5447,436119,4798625,-0.178009265,-1.155752964,-0.197937425,-0.16632169,0.722101099,0.753856591,-0.662587225,-0.775800641,-0.124159824,nine,436.119,4798.625,2001,5,6.988106053,1083.667123,993.8048467,1095.794844,1002.273431,,3.983026805,3.005079248,3.017696323,-0.012617076
439,5,rear,64,2001,Coquille,4672,409061,4750572,-0.480795559,-1.263270716,0.001810581,-0.470880458,-0.518841245,0.976586651,-0.696904882,0.244675587,0.024152953,nine,409.061,4750.572,2001,5,6.411708051,608.9328814,612.0649967,643.811001,649.5420801,,3.673057824,2.738650227,2.718640018,0.020010209
440,5,rear,1567,2001,Coquille,5150,421979,4796817,-0.241753748,-0.940717459,-0.477584635,-0.622982152,0.441614131,0.041120398,0.374568647,-0.775800641,0.35518707,nine,421.979,4796.817,2001,5,6.648823707,771.8758394,762.0745057,752.9370819,744.6890237,,4.106314587,2.54250912,2.54460313,-0.00209401
441,5,rear,18,2001,Middle Umpqua,7230,455737,4818692,-0.512667801,-1.349284918,0.760853007,-0.060774486,-1.283805704,0.041120398,-0.395672111,-0.775800641,0.229417835,nine,455.737,4818.692,2001,5,6.045147938,422.0601916,439.481966,423.3298732,441.3095062,,3.92193528,2.123212658,2.21523579,-0.092023132
442,5,rear,0,2001,North Umpqua,8344,500421,4777578,-0.018648057,-1.327781368,0.441256196,0.482242779,-0.399846773,-0.137063651,0.187728067,-0.775800641,1.797973762,nine,500.421,4777.578,2001,5,5.027441986,152.5423079,151.1363624,141.2450765,140.2020499,,4.375525639,0.651916347,0.737223629,-0.085307282
443,5,rear,0,2001,North Umpqua,8407,525995,4792951,-0.385178835,-1.478306221,1.040500216,0.230990681,-1.181810442,-2.05254217,1.072361016,0.584834329,2.062563755,nine,525.995,4792.951,2001,5,3.401217042,30.00058982,29.03712543,31.41343127,30.31537263,,3.613401601,-0.212184559,-0.07230799,-0.139876569
444,5,rear,0,2001,South Umpqua,8270,526432,4756420,-0.114264782,-1.542816873,-0.397685432,0.611600295,-1.309304519,-0.226155675,0.439390889,0.244675587,2.725818493,nine,526.432,4756.42,2001,5,0.201490449,1.223224554,1.196687931,1.143606135,1.122299854,,4.35953055,-4.1580401,-4.013509349,-0.144530751
445,6,rear,0,2001,Necanicum,1807,427557,5091377,3.758212564,-1.456802671,-0.357735831,-0.144643645,0.458613341,1.644776832,0.401260158,-1.115959383,-1.088786124,once,427.557,5091.377,2001,6,4.305243113,74.08722485,67.74274767,71.82818547,65.73853355,,3.497419827,0.807823286,0.56457269,0.243250596
446,3,rear,16,2001,Necanicum,1846,433808,5082359,-0.464859438,-0.618164201,-1.636123074,-0.271158139,2.252030017,-1.918904134,-2.355591662,1.605310557,-0.896572765,once,433.808,5082.359,2001,3,4.392291002,80.82537817,84.33621815,81.45767809,85.22871746,,1.67339632,2.718894683,2.458975379,0.259919303
447,5,rear,210,2001,Nehalem,1361,471460,5096252,1.096880396,-1.521313322,0.920651412,-0.674511932,-0.238354277,1.689322844,0.41651245,-1.115959383,0.249588373,once,471.46,5096.252,2001,5,6.616737418,747.5023269,719.2513042,778.4490985,747.3505832,,4.295396688,2.32134073,2.056209691,0.265131039
448,4,rear,0,2001,Nehalem,1407,478873,5098826,-0.432987197,-1.392292019,-1.276576662,0.578194783,0.042132692,-0.493431747,-0.506251229,0.584834329,0.372984603,once,478.873,5098.826,2001,4,4.966831164,143.5712121,143.5911174,136.8749775,136.9802286,,3.517911426,1.448919738,1.171136808,0.27778293
449,3,rear,0,2001,Nehalem,1583,468206,5079500,-0.815454095,-1.306277817,-1.676072675,-0.291770051,-0.408346379,-1.874358122,-1.505276371,0.244675587,1.144211042,once,468.206,5079.5,2001,3,4.6493904,104.52125,101.9211598,105.4866102,103.1062902,,2.95083797,1.69855243,1.429307794,0.269244636
450,4,rear,865,2001,Nehalem,1677,483465,5068578,-0.353306593,-1.43529912,-0.956979851,-0.749496646,-1.147812022,1.555684808,-0.693091809,-0.775800641,0.849958493,once,483.465,5068.578,2001,4,6.985135576,1080.452892,1096.986879,1071.796985,1088.842477,,4.551941374,2.433194202,2.150914453,0.282279749
451,3,rear,0,2001,Nestucca,145,430985,4995383,-0.70390125,-0.5751571,-1.436375067,0.233122947,0.535109787,-0.448885735,0.157223483,0.924993072,-0.965389893,once,430.985,4995.383,2001,3,4.612700339,100.7558576,102.817834,100.7889926,102.9890897,,2.223642486,2.389057853,2.134990544,0.254067309
452,3,rear,0,2001,Nestucca,214,429829,5007534,-0.464859438,-1.048235211,-0.797181446,-0.444227123,0.195125583,0.575672543,1.018977994,-0.095483156,-0.963016889,once,429.829,5007.534,2001,3,3.943570797,51.60253491,51.93378023,51.40435185,51.79825447,,2.783075897,1.160494901,0.907865342,0.252629558
