LifeStage,ESU,MA,Stratum,CohoGrpID,PopGrp,SiteID,ReachID,Segment,ID_Num,COMID,Reach,Start,End_,Tribof,JuvYr,Juv/km,status,STRM_ORDER,StrmSlope,MaxGradD,WidthM,OUT_DIST,CLASS_Rank,StrmPow,MAnnSed,Barriers,SolMean,MWMT_Index,W3Dppt,SprPpt,IP_COHO,UTM_E,UTM_N
rear,OC,2-MC,Mid-Coast,7,Siletz,3616,25167,1,3616,23881166,Sunshine Cr,Deer Cr,Fourth Of July Cr,Siletz R,1999,29,Snorkeled,5,0.02058232,0.065090001,12.23900032,99.4800034,1,1263.317993,703336,1,1486.942993,11.98850346,220.0800018,310.2799988,0.508,441404,4961746
rear,OC,2-MC,Mid-Coast,7,Siletz,3618,25168,2.0999999,3618,23881668,Fourth Of July Cr,Mouth,"Fourth Of July Cr, Trib B",Sunshine Cr,2006,2193,Snorkeled,4,0.02345085,0.065090001,7.514999866,103.637001,1,491.0559998,703336,1,1377.123047,12.03920937,178.6600037,235.5099945,0.864,444095,4962731
rear,OC,2-MC,Mid-Coast,7,Siletz,3622,25170,1,3622,23881680,Whiskey Cr,Mouth,"Whiskey Cr, Trib. A",Sunshine Cr,2008,521,Snorkeled,3,0.035260089,0.065090001,5.501999855,103.5759964,1,25.33300018,703336,1,1380.745972,15.08090878,173.1600037,269.3500061,0.708,444310,4961271
rear,OC,2-MC,Mid-Coast,7,Siletz,35275,25174,1,35275,23880928,Siletz R,Holman Cr,Elk Cr,Pacific Ocean,2008,7,Snorkeled,7,1.00E-05,0.05091,36.63000107,102.2639999,1,13800.86328,703336,1,1565.116943,17.39414597,178.2400055,282.1499939,0.554,440512,4966731
rear,OC,2-MC,Mid-Coast,7,Siletz,40487,25198,3,40487,23882272,Fanno Cr,Mouth,Headwaters,"Siletz R, S Fk",2011,0,Snorkeled,4,0.111833572,0.063280001,6.948999882,119.8550034,1,761.5609741,547559,4,1438.958008,11.95537853,161.6600037,458.1400146,0.842,448547,4965926
rear,OC,2-MC,Mid-Coast,7,Siletz,3719,25235,1,3719,23881038,Drift Cr,Gordey Cr,North Cr,Pacific Ocean,1999,11,Snorkeled,6,0.0013242,0.01333,24.06999969,8.6160002,6,219.2619934,4572944,1,1694.380005,19.37566376,147.3999939,247.9100037,0.765,422853,4973312
rear,OC,2-MC,Mid-Coast,7,Siletz,3719,25235,1,3719,23881038,Drift Cr,Gordey Cr,North Cr,Pacific Ocean,2005,229,Snorkeled,6,0.0013242,0.01333,24.06999969,8.6160002,6,219.2619934,4572944,1,1694.380005,21.98405457,101.2699966,355.519989,0.765,422853,4973312
rear,OC,2-MC,Mid-Coast,7,Siletz,3719,25235,1,3719,23881038,Drift Cr,Gordey Cr,North Cr,Pacific Ocean,2011,368,Snorkeled,6,0.0013242,0.01333,24.06999969,8.6160002,6,219.2619934,4572944,1,1694.380005,19.62312698,119.2799988,376.8299866,0.765,422853,4973312
rear,OC,2-MC,Mid-Coast,7,Siletz,3718,25235,4,3718,23881040,Drift Cr,Gordey Cr,North Cr,Pacific Ocean,2000,2,Snorkeled,6,0.01460176,0.041590001,23.67900085,14.3380003,6,22179,4572944,1,1671.884033,19.87977219,146.3099976,290.1499939,0.385,424605,4971430
rear,OC,2-MC,Mid-Coast,7,Siletz,3718,25235,4,3718,23881040,Drift Cr,Gordey Cr,North Cr,Pacific Ocean,2003,82,Snorkeled,6,0.01460176,0.041590001,23.67900085,14.3380003,6,22179,4572944,1,1671.884033,20.9803257,119.4599991,300.6600037,0.385,424605,4971430
rear,OC,2-MC,Mid-Coast,7,Siletz,3718,25235,4,3718,23881040,Drift Cr,Gordey Cr,North Cr,Pacific Ocean,2006,479,Snorkeled,6,0.01460176,0.041590001,23.67900085,14.3380003,6,22179,4572944,1,1671.884033,20.96771049,126.4800034,208.1600037,0.385,424605,4971430
rear,OC,2-MC,Mid-Coast,7,Siletz,3718,25235,4,3718,23881040,Drift Cr,Gordey Cr,North Cr,Pacific Ocean,2012,414,Snorkeled,6,0.01460176,0.041590001,23.67900085,14.3380003,6,22179,4572944,1,1671.884033,19.53353882,199.0299988,303.5799866,0.385,424605,4971430
rear,OC,2-MC,Mid-Coast,7,Siletz,3724,25236,1,3724,23881380,North Cr,Mouth,Headwaters,Drift Cr,1999,42,Snorkeled,4,0.027636981,0.072619997,8.48900032,22.2730007,1,2022.171021,4572944,1,1667.417969,14.90865898,174.7200012,266.2999878,0.502,428529,4973788
rear,OC,2-MC,Mid-Coast,7,Siletz,3724,25236,1,3724,23881380,North Cr,Mouth,Headwaters,Drift Cr,2008,73,Snorkeled,4,0.027636981,0.072619997,8.48900032,22.2730007,1,2022.171021,4572944,1,1667.417969,16.2713604,142.2200012,270.5599976,0.502,428529,4973788
rear,OC,2-MC,Mid-Coast,7,Siletz,3725,25238,1,3725,23881446,Wildcat Cr,Mouth,Headwaters,Drift Cr,2000,640,Snorkeled,4,0.05934456,0.041590001,6.096000195,25.2460003,1,1624.71106,4572944,1,1756.849976,15.95578957,146.3099976,290.1499939,0.474,429728,4972069
rear,OC,2-MC,Mid-Coast,7,Siletz,3725,25238,1,3725,23881446,Wildcat Cr,Mouth,Headwaters,Drift Cr,2009,1051,Snorkeled,4,0.05934456,0.041590001,6.096000195,25.2460003,1,1624.71106,4572944,1,1756.849976,16.92184258,185.2599945,304.6900024,0.474,429728,4972069
rear,OC,2-MC,Mid-Coast,7,Siletz,3726,25239.69922,1,3726,23881048,Drift Cr,"Drift Cr, Trib A",Sampson Cr,Pacific Ocean,2005,954,Snorkeled,6,0.00081933,0.041590001,20.2329998,28.6070004,1,465.3540039,4572944,1,1570.781982,19.64720917,139,405.6300049,0.613,431962,4973170
rear,OC,2-MC,Mid-Coast,7,Siletz,3726,25239.69922,1,3726,23881048,Drift Cr,"Drift Cr, Trib A",Sampson Cr,Pacific Ocean,2014,3415,Snorkeled,6,0.00081933,0.041590001,20.2329998,28.6070004,1,465.3540039,4572944,1,1570.781982,20.04348564,112.1100006,359.0400085,0.613,431962,4973170
rear,OC,2-MC,Mid-Coast,7,Siletz,3728,25241,0,3728,23881412,"Sampson Cr, Trib A",Mouth,"Sampson Cr, Trib A, Trib 1",Sampson Cr,1998,51,Snorkeled,5,0.016738269,0.041590001,13.04199982,31.4150009,1,2753.4729,347905,1,1619.159058,17.35476494,150.4299927,232.0599976,0.533,433629,4972447
rear,OC,2-MC,Mid-Coast,7,Siletz,3731,25241.69922,1,3731,23881432,"Sampson Cr, Trib A","Sampson Cr, Trib A, Trib 1","Sampson Cr, Trib A, Trib 2",Drift Cr,1999,3,Snorkeled,5,0.038917739,0.041590001,11.31200027,33.125,1,3877.566895,347905,1,1568.352051,15.02241802,269.3399963,337.769989,0.474,434849,4971772
rear,OC,2-MC,Mid-Coast,7,Siletz,3740,25244,2,3740,23881148,Smith Cr,Mouth,Headwaters,Drift Cr,2003,0,Snorkeled,4,0.037243988,0.052220002,9.270999908,33.2879982,1,2802.812012,347905,1,1378.819946,17.07547951,154.4100037,342.7000122,0.466,434475,4974106
rear,OC,2-MC,Mid-Coast,7,Siletz,40228,25256,1,40228,23881072,"Schooner Cr, N Fk",Mouth,"Schooner Cr, N Fk, Trib A",Schooner Cr,2010,414,Snorkeled,4,0.041368391,0.063510001,8.633999825,13.7329998,1,1228.587036,1701792,1,1570.546021,14.21803188,117.6600037,466.2900085,0.538,428798,4978877
rear,OC,2-MC,Mid-Coast,7,Siletz,3757,25257,0,3757,23882356,"Schooner Cr, S Fk",Mouth,Horner Cr,Schooner Cr,1998,34,Snorkeled,3,0.044399738,0.065949999,9.170999527,15.0310001,1,984.3870239,1701792,1,1576.057007,16.50439262,161.9600067,235.5399933,0.56,429394,4976669
rear,OC,2-MC,Mid-Coast,8,Yaquina,35049,0,0,35049,23880736,,,,,2007,23,Snorkeled,6,1.00E-05,0.02599,21.9109993,51.0610008,1,373.8250122,191327,3,1660.86499,22.74308968,78.25,156.8699951,0.692,434878,4946226
rear,OC,2-MC,Mid-Coast,8,Yaquina,36956,0,0,36956,23880694,,,,,2007,20,Snorkeled,5,0.00099849,0.03022,22.14900017,64.2929993,1,6983.251953,348892,2,1842.761963,22.5334549,84.31999969,154.5,0.56,441039,4933642
rear,OC,2-MC,Mid-Coast,8,Yaquina,39557,0,0,39557,23880690,,,,,2007,62,Snorkeled,6,1.00E-05,0.02679,23.63400078,57.2700005,1,239.8370056,293513.5,2,1815.208984,22.88165283,95.51000214,178.3500061,0.626,438181,4933857
rear,OC,2-MC,Mid-Coast,8,Yaquina,1955,24938.40039,2,1955,23882324,Montgomery Cr,Mouth,Headwaters,Yaquina R,2012,226,Snorkeled,3,0.033866599,0.02224,3.642999887,17.7089996,6,414.4779968,290548,1,1118.235962,15.94770908,201.2200012,310.8299866,0.881,426187,4936796
rear,OC,2-MC,Mid-Coast,8,Yaquina,1955,24938.40039,2,1955,23882324,Montgomery Cr,Mouth,Headwaters,Yaquina R,2013,50,Snorkeled,3,0.033866599,0.02224,3.642999887,17.7089996,6,414.4779968,290548,1,1118.235962,15.65015793,72.12000275,238.3099976,0.881,426187,4936796
rear,OC,2-MC,Mid-Coast,8,Yaquina,1955,24938.40039,2,1955,23882324,Montgomery Cr,Mouth,Headwaters,Yaquina R,2014,229,Snorkeled,3,0.033866599,0.02224,3.642999887,17.7089996,6,414.4779968,290548,1,1118.235962,16.89256477,68.38999939,233.75,0.881,426187,4936796
rear,OC,2-MC,Mid-Coast,8,Yaquina,3262,24939,2,3262,23882062,Babcock Cr,Mouth,Headwaters,Yaquina R,2003,24,Snorkeled,3,0.037545212,0.016559999,3.611999989,17.6499996,6,115.7259979,290548,1,1181.462036,21.46403503,85.76999664,256.269989,0.951,426338,4938090
rear,OC,2-MC,Mid-Coast,8,Yaquina,3265,24943,3,3265,23881932,Little Beaver Cr,Mouth,Headwaters,Beaver Cr,2010,275,Snorkeled,4,0.029846851,0.031270001,4.539999962,24.8439999,6,490.5589905,576421,4,1101.922974,16.81999969,77.76000214,337.1300049,0.959,423126,4943406
rear,OC,2-MC,Mid-Coast,8,Yaquina,3265,24943,3,3265,23881932,Little Beaver Cr,Mouth,Headwaters,Beaver Cr,2013,0,Snorkeled,4,0.029846851,0.031270001,4.539999962,24.8439999,6,490.5589905,576421,4,1101.922974,17.58698273,71.41999817,218.3200073,0.959,423126,4943406
rear,OC,2-MC,Mid-Coast,8,Yaquina,3264,24943,4,3264,23881932,Little Beaver Cr,Mouth,Headwaters,Beaver Cr,2004,195,Snorkeled,3,0.029846851,0.031270001,3.589999914,26.0620003,6,490.5589905,576421,4,1101.922974,19.93712234,80.91000366,176.8600006,0.779,422773,4944444
rear,OC,2-MC,Mid-Coast,8,Yaquina,3280,24950.30078,1.2,3280,23881918,"Olalla Cr, Trib A",Mouth,Headwaters,Olalla Cr,2000,76,Snorkeled,2,0.064983599,0.017379999,3.09800005,27.7299995,1,336.2049866,251594,3,1352.265015,18.77584457,89.52999878,244.1900024,0.775,427455,4944622
rear,OC,2-MC,Mid-Coast,8,Yaquina,3280,24950.30078,1.2,3280,23881918,"Olalla Cr, Trib A",Mouth,Headwaters,Olalla Cr,2006,70,Snorkeled,2,0.064983599,0.017379999,3.09800005,27.7299995,1,336.2049866,251594,3,1352.265015,18.48365784,93.04000092,166.7200012,0.775,427455,4944622
rear,OC,2-MC,Mid-Coast,8,Yaquina,3285,24951.30078,1,3285,23881892,"W Olalla Cr, Trib A",Mouth,Headwaters,Olalla Slough,2002,6,Snorkeled,3,0.0150272,0.047710001,3.644999981,29.4729996,1,5.795000076,251594,4,1144.463013,19.76077271,72.05000305,171.8300018,0.945,426703,4945857
rear,OC,2-MC,Mid-Coast,8,Yaquina,3285,24951.30078,1,3285,23881892,"W Olalla Cr, Trib A",Mouth,Headwaters,Olalla Slough,2005,15,Snorkeled,3,0.0150272,0.047710001,3.644999981,29.4729996,1,5.795000076,251594,4,1144.463013,19.57920265,79.98000336,292.980011,0.945,426703,4945857
rear,OC,2-MC,Mid-Coast,8,Yaquina,3285,24951.30078,1,3285,23881892,"W Olalla Cr, Trib A",Mouth,Headwaters,Olalla Slough,2008,24,Snorkeled,3,0.0150272,0.047710001,3.644999981,29.4729996,1,5.795000076,251594,4,1144.463013,18.09638786,102.4000015,189.6699982,0.945,426703,4945857
rear,OC,2-MC,Mid-Coast,8,Yaquina,3285,24951.30078,1,3285,23881892,"W Olalla Cr, Trib A",Mouth,Headwaters,Olalla Slough,2011,13,Snorkeled,3,0.0150272,0.047710001,3.644999981,29.4729996,1,5.795000076,251594,4,1144.463013,18.31427193,116.1800003,290.7799988,0.945,426703,4945857
rear,OC,2-MC,Mid-Coast,8,Yaquina,3285,24951.30078,1,3285,23881892,"W Olalla Cr, Trib A",Mouth,Headwaters,Olalla Slough,2014,14,Snorkeled,3,0.0150272,0.047710001,3.644999981,29.4729996,1,5.795000076,251594,4,1144.463013,20.09364891,61.49000168,226.4600067,0.945,426703,4945857
rear,OC,2-MC,Mid-Coast,8,Yaquina,3289,24953.69922,1,3289,23882072,Mill Cr,"Mill Cr, Trib A",Mill Cr Reservoir,Yaquina R,2000,298,Snorkeled,3,0.01462508,0.046080001,2.969000101,25.8490009,1,1787.152954,251594,3,1914.192993,21.60473251,89.52999878,244.1900024,0.643,428651,4936769
rear,OC,2-MC,Mid-Coast,8,Yaquina,3293,24954.30078,2,3293,23882004,Abbey Cr,Mouth,Headwaters,Yaquina R,2005,47,Snorkeled,3,0.02788865,0.072379999,3.246000051,36.2599983,1,45.09400177,251594,4,1111.834961,19.5765667,80.45999908,295.019989,0.928,429643,4942242
rear,OC,2-MC,Mid-Coast,8,Yaquina,3296,24958,1,3296,23881098,Bear Cr,Mouth,Headwaters,Elk Cr,2000,39,Snorkeled,4,0.030355221,0.02599,8.013999939,43.9449997,1,926.7999878,293513.5,2,1515.329956,19.3534832,89.52999878,244.1900024,0.58,433819,4937999
rear,OC,2-MC,Mid-Coast,8,Yaquina,3296,24958,1,3296,23881098,Bear Cr,Mouth,Headwaters,Elk Cr,2003,293,Snorkeled,4,0.030355221,0.02599,8.013999939,43.9449997,1,926.7999878,293513.5,2,1515.329956,20.18523026,95.58999634,297.230011,0.58,433819,4937999
rear,OC,2-MC,Mid-Coast,8,Yaquina,3296,24958,1,3296,23881098,Bear Cr,Mouth,Headwaters,Elk Cr,2009,333,Snorkeled,4,0.030355221,0.02599,8.013999939,43.9449997,1,926.7999878,293513.5,2,1515.329956,19.85434151,108.7399979,285.0700073,0.58,433819,4937999
rear,OC,2-MC,Mid-Coast,8,Yaquina,3296,24958,1,3296,23881098,Bear Cr,Mouth,Headwaters,Elk Cr,2012,953,Snorkeled,4,0.030355221,0.02599,8.013999939,43.9449997,1,926.7999878,293513.5,2,1515.329956,19.0712986,196.6499939,317.2099915,0.58,433819,4937999
rear,OC,2-MC,Mid-Coast,8,Yaquina,3300,24960,2.0999999,3300,23882076,Beaver Cr,Mouth,"Beaver Cr, Trib A",Elk Cr,2002,124,Snorkeled,4,0.01145317,0.030470001,6.842999935,46.5579987,1,681.3599854,293513.5,2,1448.454956,21.04039764,77.83999634,196.5899963,0.608,434706,4936695
rear,OC,2-MC,Mid-Coast,8,Yaquina,40478,24960.80078,1,40478,23882076,Beaver Cr,"Beaver Cr, Trib B",Headwaters,Elk Cr,2011,125,Snorkeled,3,0.01145317,0.030470001,3.907000065,49.25,1,681.3599854,293513.5,2,1448.454956,18.95872879,109.4300003,325.9100037,0.682,435940,4938850
rear,OC,2-MC,Mid-Coast,8,Yaquina,39731,24963.69922,2,39731,23882108,Cougar Cr,Mouth,Headwaters,Deer Cr,2008,466,Snorkeled,4,0.02705149,0.045639999,4.967000008,61.1399994,1,503.8340149,348892,3,1459.447998,19.87530518,130.8399963,216.0200043,0.599,439911,4937124
rear,OC,2-MC,Mid-Coast,8,Yaquina,3311,24964,1.1,3311,23882110,Deer Cr,Cougar Cr,"Deer Cr, Trib 1",Elk Cr,1998,45,Snorkeled,4,0.016081629,0.02679,7.282000065,59.2039986,1,1304.238037,348892,3,1350.916016,21.0877037,71.38999939,208.9799957,0.549,438174,4935483
rear,OC,2-MC,Mid-Coast,8,Yaquina,3311,24964,1.1,3311,23882110,Deer Cr,Cougar Cr,"Deer Cr, Trib 1",Elk Cr,2001,386,Snorkeled,4,0.016081629,0.02679,7.282000065,59.2039986,1,1304.238037,348892,3,1350.916016,18.8621769,69.36000061,219.6499939,0.549,438174,4935483
rear,OC,2-MC,Mid-Coast,8,Yaquina,3311,24964,1.1,3311,23882110,Deer Cr,Cougar Cr,"Deer Cr, Trib 1",Elk Cr,2004,502,Snorkeled,4,0.016081629,0.02679,7.282000065,59.2039986,1,1304.238037,348892,3,1350.916016,21.64373207,82.19999695,187.7400055,0.549,438174,4935483
rear,OC,2-MC,Mid-Coast,8,Yaquina,40734,24968.59961,1,40734,23882092,"Wolf Cr, Trib B",Mouth,Headwaters,Wolf Cr,2012,15,Snorkeled,3,0.07056693,0.03022,3.451999903,70.3560028,1,517.7319946,348892,3,2032.034058,17.81105804,194.75,276.7399902,0.649,443924,4936843
rear,OC,2-MC,Mid-Coast,8,Yaquina,3317,24968.69922,1,3317,23882090,Wolf Cr,Trib B,Trib C,Elk Cr,2003,493,Snorkeled,4,0.03274034,0.03022,4.986000061,70.0770035,1,612.4349976,348892,2,1767.313965,20.0397625,80.55000305,280.8200073,0.889,444203,4936498
rear,OC,2-MC,Mid-Coast,8,Yaquina,3317,24968.69922,1,3317,23882090,Wolf Cr,Trib B,Trib C,Elk Cr,2012,366,Snorkeled,4,0.03274034,0.03022,4.986000061,70.0770035,1,612.4349976,348892,2,1767.313965,18.08493042,194.75,276.7399902,0.889,444203,4936498
rear,OC,2-MC,Mid-Coast,8,Yaquina,35439,24969,2,35439,23880696,Elk Cr,Wolf Cr,Grant Cr,Yaquina R,2008,3,Snorkeled,5,0.00311042,0.03022,20.95100021,69.4830017,1,2213.655029,348892,2,1808.199951,21.70575142,116.4400024,224.2799988,0.608,443298,4932523
rear,OC,2-MC,Mid-Coast,8,Yaquina,3325,24972,2,3325,23881118,Grant Cr,Savage Cr,"Grant Cr, Trib A",Elk Cr,1999,0,Snorkeled,3,0.062562823,0.108329996,4.193999767,77.8860016,1,3982.477051,348892,2,1509.427979,16.03370667,205.6499939,277.3800049,0.500893939,441265,4926494
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,1998,66,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,22.01945114,67.72000122,211.3999939,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,1999,532,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,19.4060173,160.3800049,192.8699951,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2000,735,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,20.12287712,69.48000336,204.6100006,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2001,597,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,19.6317997,69.30000305,199.9299927,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2002,725,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,21.50579643,87.44000244,174.4400024,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2003,268,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,21.99687386,83.47000122,268.0299988,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2004,500,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,22.42021561,79.70999908,182.7700043,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2005,391,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,21.75980186,99.69000244,261.6499939,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2006,1162,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,21.97994041,113.6600037,163.7599945,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2007,490,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,22.05331993,81.15000153,153.9400024,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2008,786,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,20.05514336,125.1399994,225.0099945,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2009,738,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,21.15018845,95.16000366,249.0700073,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2010,362,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,19.33263779,64.16999817,335.269989,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2011,860,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,18.68351364,94.81999969,315.5400085,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2012,565,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,19.97047424,189.0500031,249.7200012,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2013,518,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,20.98649597,68.02999878,229.2599945,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3336,24976.40039,1,3336,23882154,Spout Cr,Little Cr,Lake Cr,Elk Cr,2014,430,Snorkeled,5,0.01049648,0.041990001,11.06400013,73.7080002,1,574.0319824,139790.5,3,1688.927002,21.51144028,79.41000366,226.3399963,0.56,445412,4933430
rear,OC,2-MC,Mid-Coast,8,Yaquina,3346,24981,1,3346,23880702,Elk Cr,Spout Cr,"Elk Cr, Trib A",Yaquina R,2000,71,Snorkeled,4,0.00292329,0.041990001,13.32900047,72.3509979,1,391.7669983,139790.5,3,1747.295044,19.92747307,69.48000336,204.6100006,0.891,445006,4931584
rear,OC,2-MC,Mid-Coast,8,Yaquina,39716,24988,2,39716,23882184,Adams Cr B,Mouth,Headwaters,Elk Cr,2008,0,Snorkeled,2,0.094663717,0.060430001,3.802999973,81.6569977,1,1112.95105,139790.5,2,1321.95105,17.77400017,161.7100067,288.2200012,0.700755814,451803,4929603
rear,OC,2-MC,Mid-Coast,8,Yaquina,3367,24998,1,3367,23881870,Klamath Cr,Mouth,Headwaters,Simpson Cr,2006,224,Snorkeled,1,0.033132739,0.291660011,1.447999954,46.0769997,1,2964.951904,191327,6,894.2080078,18.84466171,95.56999969,166.5399933,0.581277778,432881,4948472
rear,OC,2-MC,Mid-Coast,8,Yaquina,3370,25005,1,3370,23881912,Thornton Cr,Mouth,Haxel Cr,Yaquina R,2009,115,Snorkeled,1,0.00741775,0.088950001,0.808000028,46.0480003,1,199.6170044,191327,4,964.8619995,20.11636353,97.52999878,264.0400085,0.581277778,433583,4945312
rear,OC,2-MC,Mid-Coast,8,Yaquina,37128,25005,1,37128,23881912,Thornton Cr,Mouth,Haxel Cr,Yaquina R,2010,268,Snorkeled,5,0.00741775,0.088950001,7.543000221,46.0439987,1,199.6170044,191327,4,964.8619995,18.90249825,72.56999969,342.2099915,0.66,433596,4945385
rear,OC,2-MC,Mid-Coast,8,Yaquina,3372,25005,2,3372,23881912,Thornton Cr,Mouth,Haxel Cr,Yaquina R,2002,450,Snorkeled,5,0.00741775,0.088950001,6.467000008,48.7060013,1,199.6170044,191327,4,964.8619995,20.79878616,75.56999969,180.6000061,0.555,434563,4947468
rear,OC,2-MC,Mid-Coast,8,Yaquina,3375,25007,1,3375,23881864,Thornton Cr,Haxel Cr,Headwaters,Yaquina R,2002,395,Snorkeled,4,0.03043263,0.02599,4.209000111,49.9239998,1,815.8859863,191327,5,1312.406006,20.02765846,75.56999969,180.6000061,0.606,434580,4948454
rear,OC,2-MC,Mid-Coast,8,Yaquina,3382,25021.5,1,3382,23882022,"Little Elk Cr, Trib A","Little Elk Cr, Trib A, Trib 1",Headwaters,Little Elk Cr,2004,61,Snorkeled,2,0.075782008,0.05353,2.355000019,59.0950012,1,1057.649048,156666,4,1194.415039,20.33140564,75.83000183,174.7299957,0.128,439362,4941306
rear,OC,2-MC,Mid-Coast,8,Yaquina,3382,25021.5,1,3382,23882022,"Little Elk Cr, Trib A","Little Elk Cr, Trib A, Trib 1",Headwaters,Little Elk Cr,2013,73,Snorkeled,2,0.075782008,0.05353,2.355000019,59.0950012,1,1057.649048,156666,4,1194.415039,18.96639824,59.75,222.5500031,0.128,439362,4941306
rear,OC,2-MC,Mid-Coast,8,Yaquina,3390,25024.69922,2,3390,23881992,Oglesby Cr,"Oglesby Cr, Trib A",Headwaters,Little Elk Cr,1998,12,Snorkeled,2,0.058945172,0.03613,2.601999998,65.4240036,1,487.0490112,156666,4,1515.194946,20.8701458,69.69999695,202,0.386,442396,4943036
rear,OC,2-MC,Mid-Coast,8,Yaquina,3390,25024.69922,2,3390,23881992,Oglesby Cr,"Oglesby Cr, Trib A",Headwaters,Little Elk Cr,1999,52,Snorkeled,2,0.058945172,0.03613,2.601999998,65.4240036,1,487.0490112,156666,4,1515.194946,18.61910248,134.6900024,195.3200073,0.386,442396,4943036
rear,OC,2-MC,Mid-Coast,8,Yaquina,3390,25024.69922,2,3390,23881992,Oglesby Cr,"Oglesby Cr, Trib A",Headwaters,Little Elk Cr,2000,168,Snorkeled,2,0.058945172,0.03613,2.601999998,65.4240036,1,487.0490112,156666,4,1515.194946,19.45088387,69.48000336,204.6100006,0.386,442396,4943036
